qid,domain,model,setting,em_majority,f1_median,latency_median_ms,refusal_any,invalid_any,stability_mad_f1
HIST008,history,gemini_pro,para_dist,1,1.0,509.0,0,0,0.0
HIST009,history,gemini_pro,dist,1,1.0,669.0,0,0,0.0
HIST009,history,gemini_pro,gold,1,1.0,728.0,0,0,0.0
HIST009,history,gemini_pro,para,1,1.0,512.0,0,0,0.0
HIST009,history,gemini_pro,para_dist,1,1.0,512.0,0,0,0.0
HIST010,history,gemini_pro,dist,1,1.0,613.0,0,0,0.0
HIST010,history,gemini_pro,gold,1,1.0,510.0,0,0,0.0
HIST010,history,gemini_pro,para,1,1.0,514.0,0,0,0.0
HIST010,history,gemini_pro,para_dist,1,1.0,510.0,0,0,0.0
LIT001,literature,gemini_pro,dist,1,1.0,444.0,0,0,0.0
LIT001,literature,gemini_pro,gold,1,1.0,613.0,0,0,0.0
LIT001,literature,gemini_pro,para,1,1.0,587.0,0,0,0.0
LIT001,literature,gemini_pro,para_dist,1,1.0,601.0,0,0,0.0
LIT002,literature,gemini_pro,dist,1,1.0,612.0,0,0,0.0
LIT002,literature,gemini_pro,gold,1,1.0,510.0,0,0,0.0
LIT002,literature,gemini_pro,para,1,1.0,614.0,0,0,0.0
LIT002,literature,gemini_pro,para_dist,1,1.0,477.0,0,0,0.0
LIT003,literature,gemini_pro,dist,1,1.0,513.0,0,0,0.0
LIT003,literature,gemini_pro,gold,1,1.0,447.0,0,0,0.0
LIT003,literature,gemini_pro,para,1,1.0,575.0,0,0,0.0
LIT003,literature,gemini_pro,para_dist,1,1.0,614.0,0,0,0.0
LIT004,literature,gemini_pro,dist,1,1.0,607.0,0,0,0.0
LIT004,literature,gemini_pro,gold,1,1.0,510.0,0,0,0.0
LIT004,literature,gemini_pro,para,1,1.0,516.0,0,0,0.0
LIT004,literature,gemini_pro,para_dist,1,1.0,513.0,0,0,0.0
LIT005,literature,gemini_pro,dist,1,1.0,511.0,0,0,0.0
LIT005,literature,gemini_pro,gold,1,1.0,510.0,0,0,0.0
LIT005,literature,gemini_pro,para,1,1.0,512.0,0,0,0.0
LIT005,literature,gemini_pro,para_dist,1,1.0,612.0,0,0,0.0
LIT006,literature,gemini_pro,dist,1,1.0,509.0,0,0,0.0
LIT006,literature,gemini_pro,gold,1,1.0,513.0,0,0,0.0
LIT006,literature,gemini_pro,para,1,1.0,719.0,0,0,0.0
LIT006,literature,gemini_pro,para_dist,1,1.0,511.0,0,0,0.0
LIT007,literature,gemini_pro,dist,1,1.0,508.0,0,0,0.0
LIT007,literature,gemini_pro,gold,1,1.0,427.0,0,0,0.0
LIT007,literature,gemini_pro,para,1,1.0,492.0,0,0,0.0
LIT007,literature,gemini_pro,para_dist,1,1.0,500.0,0,0,0.0
LIT008,literature,gemini_pro,dist,1,1.0,493.0,0,0,0.0
LIT008,literature,gemini_pro,gold,1,1.0,467.0,0,0,0.0
LIT008,literature,gemini_pro,para,1,1.0,456.0,0,0,0.0
LIT008,literature,gemini_pro,para_dist,1,1.0,450.0,0,0,0.0
LIT009,literature,gemini_pro,dist,1,1.0,462.0,0,0,0.0
LIT009,literature,gemini_pro,gold,1,1.0,436.0,0,0,0.0
LIT009,literature,gemini_pro,para,1,1.0,474.0,0,0,0.0
LIT009,literature,gemini_pro,para_dist,1,1.0,635.0,0,0,0.0
LIT010,literature,gemini_pro,dist,1,1.0,654.0,0,0,0.0
LIT010,literature,gemini_pro,gold,1,1.0,473.0,0,0,0.0
LIT010,literature,gemini_pro,para,1,1.0,445.0,0,0,0.0
LIT010,literature,gemini_pro,para_dist,1,1.0,513.0,0,0,0.0
POL001,politics,gemini_pro,dist,1,1.0,716.0,0,0,0.0
POL001,politics,gemini_pro,gold,1,1.0,561.0,0,0,0.0
POL001,politics,gemini_pro,para,1,1.0,513.0,0,0,0.0
POL001,politics,gemini_pro,para_dist,1,1.0,611.0,0,0,0.0
POL002,politics,gemini_pro,dist,1,1.0,458.0,0,0,0.0
POL002,politics,gemini_pro,gold,1,1.0,513.0,0,0,0.0
POL002,politics,gemini_pro,para,1,1.0,598.0,0,0,0.0
POL002,politics,gemini_pro,para_dist,1,1.0,434.0,0,0,0.0
POL003,politics,gemini_pro,dist,1,1.0,659.0,0,0,0.0
POL003,politics,gemini_pro,gold,1,1.0,431.0,0,0,0.0
POL003,politics,gemini_pro,para,1,1.0,451.0,0,0,0.0
POL003,politics,gemini_pro,para_dist,1,1.0,611.0,0,0,0.0
POL004,politics,gemini_pro,dist,0,0.5,541.0,0,0,0.0
POL004,politics,gemini_pro,gold,0,0.5,469.0,0,0,0.0
POL004,politics,gemini_pro,para,0,0.5,470.0,0,0,0.0
POL004,politics,gemini_pro,para_dist,0,0.5,615.0,0,0,0.0
POL005,politics,gemini_pro,dist,1,1.0,532.0,0,0,0.0
POL005,politics,gemini_pro,gold,1,1.0,453.0,0,0,0.0
POL005,politics,gemini_pro,para,1,1.0,526.0,0,0,0.0
POL005,politics,gemini_pro,para_dist,1,1.0,511.0,0,0,0.0
POL006,politics,gemini_pro,dist,1,1.0,503.0,0,0,0.0
POL006,politics,gemini_pro,gold,1,1.0,447.0,0,0,0.0
POL006,politics,gemini_pro,para,1,1.0,426.0,0,0,0.0
POL006,politics,gemini_pro,para_dist,1,1.0,437.0,0,0,0.0
POL007,politics,gemini_pro,dist,1,1.0,616.0,0,0,0.0
POL007,politics,gemini_pro,gold,1,1.0,531.0,0,0,0.0
POL007,politics,gemini_pro,para,1,1.0,407.0,0,0,0.0
POL007,politics,gemini_pro,para_dist,1,1.0,496.0,0,0,0.0
POL008,politics,gemini_pro,dist,1,1.0,555.0,0,0,0.0
POL008,politics,gemini_pro,gold,1,1.0,786.0,0,0,0.0
POL008,politics,gemini_pro,para,1,1.0,569.0,0,0,0.0
POL008,politics,gemini_pro,para_dist,1,1.0,512.0,0,0,0.0
POL009,politics,gemini_pro,dist,1,1.0,516.0,0,0,0.0
POL009,politics,gemini_pro,gold,1,1.0,509.0,0,0,0.0
POL009,politics,gemini_pro,para,1,1.0,511.0,0,0,0.0
POL009,politics,gemini_pro,para_dist,1,1.0,556.0,0,0,0.0
POL010,politics,gemini_pro,dist,1,1.0,577.0,0,0,0.0
POL010,politics,gemini_pro,gold,1,1.0,446.0,0,0,0.0
POL010,politics,gemini_pro,para,1,1.0,427.0,0,0,0.0
POL010,politics,gemini_pro,para_dist,1,1.0,510.0,0,0,0.0
SCI001,science,gemini_pro,dist,1,1.0,643.0,0,0,0.0
SCI001,science,gemini_pro,gold,1,1.0,512.0,0,0,0.0
SCI001,science,gemini_pro,para,1,1.0,473.0,0,0,0.0
SCI001,science,gemini_pro,para_dist,1,1.0,570.0,0,0,0.0
SCI002,science,gemini_pro,dist,1,1.0,426.0,0,0,0.0
SCI002,science,gemini_pro,gold,1,1.0,499.0,0,0,0.0
SCI002,science,gemini_pro,para,1,1.0,443.0,0,0,0.0
SCI002,science,gemini_pro,para_dist,1,1.0,507.0,0,0,0.0
SCI003,science,gemini_pro,dist,1,1.0,522.0,0,0,0.0
SCI003,science,gemini_pro,gold,1,1.0,639.0,0,0,0.0
SCI003,science,gemini_pro,para,1,1.0,661.0,0,0,0.0
SCI003,science,gemini_pro,para_dist,1,1.0,454.0,0,0,0.0
SCI004,science,gemini_pro,dist,1,1.0,493.0,0,0,0.0
SCI004,science,gemini_pro,gold,1,1.0,432.0,0,0,0.0
SCI004,science,gemini_pro,para,1,1.0,494.0,0,0,0.0
SCI004,science,gemini_pro,para_dist,1,1.0,613.0,0,0,0.0
SCI005,science,gemini_pro,dist,1,1.0,515.0,0,0,0.0
SCI005,science,gemini_pro,gold,1,1.0,615.0,0,0,0.0
SCI005,science,gemini_pro,para,1,1.0,526.0,0,0,0.0
SCI005,science,gemini_pro,para_dist,1,1.0,528.0,0,0,0.0
SCI006,science,gemini_pro,dist,1,1.0,555.0,0,0,0.0
SCI006,science,gemini_pro,gold,1,1.0,483.0,0,0,0.0
SCI006,science,gemini_pro,para,1,1.0,541.0,0,0,0.0
SCI006,science,gemini_pro,para_dist,1,1.0,408.0,0,0,0.0
SCI007,science,gemini_pro,dist,1,1.0,410.0,0,0,0.0
SCI007,science,gemini_pro,gold,1,1.0,508.0,0,0,0.0
SCI007,science,gemini_pro,para,1,1.0,513.0,0,0,0.0
SCI007,science,gemini_pro,para_dist,1,1.0,510.0,0,0,0.0
SCI008,science,gemini_pro,dist,1,1.0,1758.0,0,0,0.0
SCI008,science,gemini_pro,gold,1,1.0,512.0,0,0,0.0
SCI008,science,gemini_pro,para,1,1.0,1126.0,0,0,0.0
SCI008,science,gemini_pro,para_dist,1,1.0,851.0,0,0,0.0
SCI009,science,gemini_pro,dist,1,1.0,512.0,0,0,0.0
SCI009,science,gemini_pro,gold,1,1.0,623.0,0,0,0.0
SCI009,science,gemini_pro,para,1,1.0,1116.0,0,0,0.0
SCI009,science,gemini_pro,para_dist,1,1.0,515.0,0,0,0.0
SCI010,science,gemini_pro,dist,1,1.0,716.0,0,0,0.0
SCI010,science,gemini_pro,gold,1,1.0,733.0,0,0,0.0
SCI010,science,gemini_pro,para,1,1.0,664.0,0,0,0.0
SCI010,science,gemini_pro,para_dist,1,1.0,509.0,0,0,0.0
