qid,domain,model,setting,em_majority,f1_median,latency_median_ms,refusal_any,invalid_any,stability_mad_f1
HIST002,history,gpt4o_mini,para,0,0.0,745.0,0,0,0.0
HIST002,history,gpt4o_mini,para_dist,0,0.0,725.0,0,0,0.0
HIST003,history,gpt4o_mini,dist,1,1.0,614.0,0,0,0.0
HIST003,history,gpt4o_mini,gold,1,1.0,685.0,0,0,0.0
HIST003,history,gpt4o_mini,para,1,1.0,735.0,0,0,0.0
HIST003,history,gpt4o_mini,para_dist,1,1.0,629.0,0,0,0.0
HIST004,history,gpt4o_mini,dist,1,1.0,715.0,0,0,0.0
HIST004,history,gpt4o_mini,gold,1,1.0,836.0,0,0,0.0
HIST004,history,gpt4o_mini,para,1,1.0,714.0,0,0,0.0
HIST004,history,gpt4o_mini,para_dist,1,1.0,622.0,0,0,0.0
HIST005,history,gpt4o_mini,dist,1,1.0,817.0,0,0,0.0
HIST005,history,gpt4o_mini,gold,1,1.0,808.0,0,0,0.0
HIST005,history,gpt4o_mini,para,1,1.0,674.0,0,0,0.0
HIST005,history,gpt4o_mini,para_dist,1,1.0,858.0,0,0,0.0
HIST006,history,gpt4o_mini,dist,1,1.0,556.0,0,0,0.0
HIST006,history,gpt4o_mini,gold,1,1.0,720.0,0,0,0.0
HIST006,history,gpt4o_mini,para,0,0.0,787.0,0,0,0.0
HIST006,history,gpt4o_mini,para_dist,0,0.0,892.0,0,0,0.0
HIST007,history,gpt4o_mini,dist,1,1.0,635.0,0,0,0.0
HIST007,history,gpt4o_mini,gold,1,1.0,1026.0,0,0,0.0
HIST007,history,gpt4o_mini,para,1,1.0,720.0,0,0,0.0
HIST007,history,gpt4o_mini,para_dist,1,1.0,685.0,0,0,0.0
HIST008,history,gpt4o_mini,dist,1,1.0,746.0,0,0,0.0
HIST008,history,gpt4o_mini,gold,1,1.0,908.0,0,0,0.0
HIST008,history,gpt4o_mini,para,1,1.0,567.0,0,0,0.0
HIST008,history,gpt4o_mini,para_dist,1,1.0,613.0,0,0,0.0
HIST009,history,gpt4o_mini,dist,1,1.0,709.0,0,0,0.0
HIST009,history,gpt4o_mini,gold,1,1.0,732.0,0,0,0.0
HIST009,history,gpt4o_mini,para,1,1.0,705.0,0,0,0.0
HIST009,history,gpt4o_mini,para_dist,1,1.0,667.0,0,0,0.0
HIST010,history,gpt4o_mini,dist,1,1.0,513.0,0,0,0.0
HIST010,history,gpt4o_mini,gold,0,0.6666666666666666,531.0,0,0,0.0
HIST010,history,gpt4o_mini,para,0,0.6666666666666666,1006.0,0,0,0.0
HIST010,history,gpt4o_mini,para_dist,1,1.0,635.0,0,0,0.0
LIT001,literature,gpt4o_mini,dist,1,1.0,630.0,0,0,0.0
LIT001,literature,gpt4o_mini,gold,1,1.0,510.0,0,0,0.0
LIT001,literature,gpt4o_mini,para,1,1.0,840.0,0,0,0.0
LIT001,literature,gpt4o_mini,para_dist,1,1.0,610.0,0,0,0.0
LIT002,literature,gpt4o_mini,dist,1,1.0,699.0,0,0,0.0
LIT002,literature,gpt4o_mini,gold,1,1.0,821.0,0,0,0.0
LIT002,literature,gpt4o_mini,para,1,1.0,573.0,0,0,0.0
LIT002,literature,gpt4o_mini,para_dist,1,1.0,725.0,0,0,0.0
LIT003,literature,gpt4o_mini,dist,1,1.0,1012.0,0,0,0.0
LIT003,literature,gpt4o_mini,gold,1,1.0,718.0,0,0,0.0
LIT003,literature,gpt4o_mini,para,1,1.0,816.0,0,0,0.0
LIT003,literature,gpt4o_mini,para_dist,1,1.0,639.0,0,0,0.0
LIT004,literature,gpt4o_mini,dist,1,1.0,740.0,0,0,0.0
LIT004,literature,gpt4o_mini,gold,1,1.0,658.0,0,0,0.0
LIT004,literature,gpt4o_mini,para,1,1.0,708.0,0,0,0.0
LIT004,literature,gpt4o_mini,para_dist,1,1.0,593.0,0,0,0.0
LIT005,literature,gpt4o_mini,dist,1,1.0,706.0,0,0,0.0
LIT005,literature,gpt4o_mini,gold,1,1.0,714.0,0,0,0.0
LIT005,literature,gpt4o_mini,para,1,1.0,632.0,0,0,0.0
LIT005,literature,gpt4o_mini,para_dist,1,1.0,820.0,0,0,0.0
LIT006,literature,gpt4o_mini,dist,1,1.0,656.0,0,0,0.0
LIT006,literature,gpt4o_mini,gold,1,1.0,763.0,0,0,0.0
LIT006,literature,gpt4o_mini,para,1,1.0,759.0,0,0,0.0
LIT006,literature,gpt4o_mini,para_dist,1,1.0,705.0,0,0,0.0
LIT007,literature,gpt4o_mini,dist,1,1.0,685.0,0,0,0.0
LIT007,literature,gpt4o_mini,gold,1,1.0,691.0,0,0,0.0
LIT007,literature,gpt4o_mini,para,1,1.0,773.0,0,0,0.0
LIT007,literature,gpt4o_mini,para_dist,1,1.0,651.0,0,0,0.0
LIT008,literature,gpt4o_mini,dist,1,1.0,600.0,0,0,0.0
LIT008,literature,gpt4o_mini,gold,1,1.0,616.0,0,0,0.0
LIT008,literature,gpt4o_mini,para,1,1.0,703.0,0,0,0.0
LIT008,literature,gpt4o_mini,para_dist,1,1.0,800.0,0,0,0.0
LIT009,literature,gpt4o_mini,dist,1,1.0,618.0,0,0,0.0
LIT009,literature,gpt4o_mini,gold,1,1.0,708.0,0,0,0.0
LIT009,literature,gpt4o_mini,para,1,1.0,706.0,0,0,0.0
LIT009,literature,gpt4o_mini,para_dist,1,1.0,648.0,0,0,0.0
LIT010,literature,gpt4o_mini,dist,1,1.0,836.0,0,0,0.0
LIT010,literature,gpt4o_mini,gold,1,1.0,647.0,0,0,0.0
LIT010,literature,gpt4o_mini,para,1,1.0,650.0,0,0,0.0
LIT010,literature,gpt4o_mini,para_dist,1,1.0,713.0,0,0,0.0
POL001,politics,gpt4o_mini,dist,1,1.0,694.0,0,0,0.0
POL001,politics,gpt4o_mini,gold,1,1.0,695.0,0,0,0.0
POL001,politics,gpt4o_mini,para,1,1.0,677.0,0,0,0.0
POL001,politics,gpt4o_mini,para_dist,1,1.0,825.0,0,0,0.0
POL002,politics,gpt4o_mini,dist,1,1.0,542.0,0,0,0.0
POL002,politics,gpt4o_mini,gold,1,1.0,671.0,0,0,0.0
POL002,politics,gpt4o_mini,para,1,1.0,702.0,0,0,0.0
POL002,politics,gpt4o_mini,para_dist,1,1.0,820.0,0,0,0.0
POL003,politics,gpt4o_mini,dist,0,0.2857142857142857,846.0,0,0,0.0
POL003,politics,gpt4o_mini,gold,0,0.2857142857142857,734.0,0,0,0.0
POL003,politics,gpt4o_mini,para,0,0.2857142857142857,682.0,0,0,0.0
POL003,politics,gpt4o_mini,para_dist,0,0.2857142857142857,716.0,0,0,0.0
POL004,politics,gpt4o_mini,dist,0,0.5,530.0,0,0,0.0
POL004,politics,gpt4o_mini,gold,0,0.5,620.0,0,0,0.0
POL004,politics,gpt4o_mini,para,0,0.5,597.0,0,0,0.0
POL004,politics,gpt4o_mini,para_dist,0,0.5,829.0,0,0,0.0
POL005,politics,gpt4o_mini,dist,1,1.0,520.0,0,0,0.0
POL005,politics,gpt4o_mini,gold,1,1.0,698.0,0,0,0.0
POL005,politics,gpt4o_mini,para,1,1.0,726.0,0,0,0.0
POL005,politics,gpt4o_mini,para_dist,1,1.0,597.0,0,0,0.0
POL006,politics,gpt4o_mini,dist,1,1.0,692.0,0,0,0.0
POL006,politics,gpt4o_mini,gold,1,1.0,635.0,0,0,0.0
POL006,politics,gpt4o_mini,para,1,1.0,614.0,0,0,0.0
POL006,politics,gpt4o_mini,para_dist,1,1.0,672.0,0,0,0.0
POL007,politics,gpt4o_mini,dist,1,1.0,724.0,0,0,0.0
POL007,politics,gpt4o_mini,gold,1,1.0,611.0,0,0,0.0
POL007,politics,gpt4o_mini,para,1,1.0,715.0,0,0,0.0
POL007,politics,gpt4o_mini,para_dist,1,1.0,707.0,0,0,0.0
POL008,politics,gpt4o_mini,dist,0,0.8,796.0,0,0,0.0
POL008,politics,gpt4o_mini,gold,0,0.888888888888889,734.0,0,0,0.0
POL008,politics,gpt4o_mini,para,1,1.0,1005.0,0,0,0.0
POL008,politics,gpt4o_mini,para_dist,1,1.0,675.0,0,0,0.0
POL009,politics,gpt4o_mini,dist,1,1.0,606.0,0,0,0.0
POL009,politics,gpt4o_mini,gold,1,1.0,770.0,0,0,0.0
POL009,politics,gpt4o_mini,para,1,1.0,623.0,0,0,0.0
POL009,politics,gpt4o_mini,para_dist,1,1.0,570.0,0,0,0.0
POL010,politics,gpt4o_mini,dist,1,1.0,699.0,0,0,0.0
POL010,politics,gpt4o_mini,gold,1,1.0,617.0,0,0,0.0
POL010,politics,gpt4o_mini,para,1,1.0,732.0,0,0,0.0
POL010,politics,gpt4o_mini,para_dist,1,1.0,602.0,0,0,0.0
SCI001,science,gpt4o_mini,dist,1,1.0,722.0,0,0,0.0
SCI001,science,gpt4o_mini,gold,1,1.0,717.0,0,0,0.0
SCI001,science,gpt4o_mini,para,1,1.0,714.0,0,0,0.0
SCI001,science,gpt4o_mini,para_dist,1,1.0,633.0,0,0,0.0
SCI002,science,gpt4o_mini,dist,1,1.0,671.0,0,0,0.0
SCI002,science,gpt4o_mini,gold,1,1.0,722.0,0,0,0.0
SCI002,science,gpt4o_mini,para,1,1.0,794.0,0,0,0.0
SCI002,science,gpt4o_mini,para_dist,1,1.0,694.0,0,0,0.0
SCI003,science,gpt4o_mini,dist,1,1.0,761.0,0,0,0.0
SCI003,science,gpt4o_mini,gold,1,1.0,810.0,0,0,0.0
SCI003,science,gpt4o_mini,para,1,1.0,609.0,0,0,0.0
SCI003,science,gpt4o_mini,para_dist,0,0.8,633.0,0,0,0.0
SCI004,science,gpt4o_mini,dist,1,1.0,829.0,0,0,0.0
SCI004,science,gpt4o_mini,gold,1,1.0,677.0,0,0,0.0
SCI004,science,gpt4o_mini,para,1,1.0,621.0,0,0,0.0
SCI004,science,gpt4o_mini,para_dist,1,1.0,818.0,0,0,0.0
SCI005,science,gpt4o_mini,dist,1,1.0,925.0,0,0,0.0
SCI005,science,gpt4o_mini,gold,1,1.0,817.0,0,0,0.0
SCI005,science,gpt4o_mini,para,1,1.0,641.0,0,0,0.0
SCI005,science,gpt4o_mini,para_dist,1,1.0,718.0,0,0,0.0
SCI006,science,gpt4o_mini,dist,1,1.0,672.0,0,0,0.0
SCI006,science,gpt4o_mini,gold,1,1.0,714.0,0,0,0.0
SCI006,science,gpt4o_mini,para,1,1.0,748.0,0,0,0.0
SCI006,science,gpt4o_mini,para_dist,1,1.0,729.0,0,0,0.0
SCI007,science,gpt4o_mini,dist,1,1.0,714.0,0,0,0.0
SCI007,science,gpt4o_mini,gold,1,1.0,556.0,0,0,0.0
SCI007,science,gpt4o_mini,para,1,1.0,592.0,0,0,0.0
SCI007,science,gpt4o_mini,para_dist,1,1.0,726.0,0,0,0.0
SCI008,science,gpt4o_mini,dist,1,1.0,663.0,0,0,0.0
SCI008,science,gpt4o_mini,gold,1,1.0,511.0,0,0,0.0
SCI008,science,gpt4o_mini,para,1,1.0,577.0,0,0,0.0
SCI008,science,gpt4o_mini,para_dist,1,1.0,593.0,0,0,0.0
SCI009,science,gpt4o_mini,dist,1,1.0,715.0,0,0,0.0
SCI009,science,gpt4o_mini,gold,1,1.0,707.0,0,0,0.0
SCI009,science,gpt4o_mini,para,1,1.0,606.0,0,0,0.0
SCI009,science,gpt4o_mini,para_dist,1,1.0,614.0,0,0,0.0
SCI010,science,gpt4o_mini,dist,1,1.0,676.0,0,0,0.0
SCI010,science,gpt4o_mini,gold,1,1.0,630.0,0,0,0.0
SCI010,science,gpt4o_mini,para,1,1.0,829.0,0,0,0.0
SCI010,science,gpt4o_mini,para_dist,1,1.0,512.0,0,0,0.0
