qid,domain,model,setting,em_majority,f1_median,latency_median_ms,refusal_any,invalid_any,stability_mad_f1
LIT010,literature,gpt4o_mini,para_dist,1,1.0,613.0,0,0,0.0
POL001,politics,gpt4o_mini,dist,1,1.0,615.0,0,0,0.0
POL001,politics,gpt4o_mini,gold,1,1.0,577.0,0,0,0.0
POL001,politics,gpt4o_mini,para,1,1.0,611.0,0,0,0.0
POL001,politics,gpt4o_mini,para_dist,1,1.0,549.0,0,0,0.0
POL002,politics,gpt4o_mini,dist,1,1.0,591.0,0,0,0.0
POL002,politics,gpt4o_mini,gold,1,1.0,652.0,0,0,0.0
POL002,politics,gpt4o_mini,para,1,1.0,550.0,0,0,0.0
POL002,politics,gpt4o_mini,para_dist,1,1.0,670.0,0,0,0.0
POL003,politics,gpt4o_mini,dist,0,0.2857142857142857,920.0,0,0,0.0
POL003,politics,gpt4o_mini,gold,0,0.2857142857142857,820.0,0,0,0.0
POL003,politics,gpt4o_mini,para,0,0.2857142857142857,612.0,0,0,0.0
POL003,politics,gpt4o_mini,para_dist,0,0.2857142857142857,789.0,0,0,0.0
POL004,politics,gpt4o_mini,dist,0,0.5,685.0,0,0,0.0
POL004,politics,gpt4o_mini,gold,0,0.5,673.0,0,0,0.0
POL004,politics,gpt4o_mini,para,0,0.5,613.0,0,0,0.0
POL004,politics,gpt4o_mini,para_dist,0,0.5,559.0,0,0,0.0
POL005,politics,gpt4o_mini,dist,1,1.0,550.0,0,0,0.0
POL005,politics,gpt4o_mini,gold,1,1.0,707.0,0,0,0.0
POL005,politics,gpt4o_mini,para,1,1.0,529.0,0,0,0.0
POL005,politics,gpt4o_mini,para_dist,1,1.0,669.0,0,0,0.0
POL006,politics,gpt4o_mini,dist,1,1.0,560.0,0,0,0.0
POL006,politics,gpt4o_mini,gold,1,1.0,708.0,0,0,0.0
POL006,politics,gpt4o_mini,para,1,1.0,710.0,0,0,0.0
POL006,politics,gpt4o_mini,para_dist,1,1.0,664.0,0,0,0.0
POL007,politics,gpt4o_mini,dist,1,1.0,779.0,0,0,0.0
POL007,politics,gpt4o_mini,gold,1,1.0,777.0,0,0,0.0
POL007,politics,gpt4o_mini,para,1,1.0,716.0,0,0,0.0
POL007,politics,gpt4o_mini,para_dist,1,1.0,722.0,0,0,0.0
POL008,politics,gpt4o_mini,dist,0,0.8,615.0,0,0,0.0
POL008,politics,gpt4o_mini,gold,0,0.888888888888889,706.0,0,0,0.0
POL008,politics,gpt4o_mini,para,1,1.0,621.0,0,0,0.0
POL008,politics,gpt4o_mini,para_dist,1,1.0,699.0,0,0,0.0
POL009,politics,gpt4o_mini,dist,1,1.0,611.0,0,0,0.0
POL009,politics,gpt4o_mini,gold,1,1.0,702.0,0,0,0.0
POL009,politics,gpt4o_mini,para,1,1.0,618.0,0,0,0.0
POL009,politics,gpt4o_mini,para_dist,1,1.0,713.0,0,0,0.0
POL010,politics,gpt4o_mini,dist,1,1.0,718.0,0,0,0.0
POL010,politics,gpt4o_mini,gold,1,1.0,589.0,0,0,0.0
POL010,politics,gpt4o_mini,para,1,1.0,610.0,0,0,0.0
POL010,politics,gpt4o_mini,para_dist,1,1.0,662.0,0,0,0.0
SCI001,science,gpt4o_mini,dist,1,1.0,623.0,0,0,0.0
SCI001,science,gpt4o_mini,gold,1,1.0,691.0,0,0,0.0
SCI001,science,gpt4o_mini,para,1,1.0,715.0,0,0,0.0
SCI001,science,gpt4o_mini,para_dist,1,1.0,707.0,0,0,0.0
SCI002,science,gpt4o_mini,dist,1,1.0,570.0,0,0,0.0
SCI002,science,gpt4o_mini,gold,1,1.0,612.0,0,0,0.0
SCI002,science,gpt4o_mini,para,1,1.0,564.0,0,0,0.0
SCI002,science,gpt4o_mini,para_dist,1,1.0,622.0,0,0,0.0
SCI003,science,gpt4o_mini,dist,0,0.8,672.0,0,0,0.0
SCI003,science,gpt4o_mini,gold,1,1.0,707.0,0,0,0.0
SCI003,science,gpt4o_mini,para,1,1.0,688.0,0,0,0.0
SCI003,science,gpt4o_mini,para_dist,0,0.8,720.0,0,0,0.0
SCI004,science,gpt4o_mini,dist,1,1.0,615.0,0,0,0.0
SCI004,science,gpt4o_mini,gold,1,1.0,725.0,0,0,0.0
SCI004,science,gpt4o_mini,para,1,1.0,504.0,0,0,0.0
SCI004,science,gpt4o_mini,para_dist,1,1.0,650.0,0,0,0.0
SCI005,science,gpt4o_mini,dist,1,1.0,716.0,0,0,0.0
SCI005,science,gpt4o_mini,gold,1,1.0,811.0,0,0,0.0
SCI005,science,gpt4o_mini,para,1,1.0,715.0,0,0,0.0
SCI005,science,gpt4o_mini,para_dist,1,1.0,716.0,0,0,0.0
SCI006,science,gpt4o_mini,dist,1,1.0,922.0,0,0,0.0
SCI006,science,gpt4o_mini,gold,1,1.0,768.0,0,0,0.0
SCI006,science,gpt4o_mini,para,1,1.0,571.0,0,0,0.0
SCI006,science,gpt4o_mini,para_dist,1,1.0,707.0,0,0,0.0
SCI007,science,gpt4o_mini,dist,1,1.0,614.0,0,0,0.0
SCI007,science,gpt4o_mini,gold,1,1.0,717.0,0,0,0.0
SCI007,science,gpt4o_mini,para,1,1.0,648.0,0,0,0.0
SCI007,science,gpt4o_mini,para_dist,1,1.0,621.0,0,0,0.0
SCI008,science,gpt4o_mini,dist,1,1.0,614.0,0,0,0.0
SCI008,science,gpt4o_mini,gold,1,1.0,706.0,0,0,0.0
SCI008,science,gpt4o_mini,para,1,1.0,721.0,0,0,0.0
SCI008,science,gpt4o_mini,para_dist,1,1.0,635.0,0,0,0.0
SCI009,science,gpt4o_mini,dist,1,1.0,605.0,0,0,0.0
SCI009,science,gpt4o_mini,gold,1,1.0,619.0,0,0,0.0
SCI009,science,gpt4o_mini,para,1,1.0,708.0,0,0,0.0
SCI009,science,gpt4o_mini,para_dist,1,1.0,750.0,0,0,0.0
SCI010,science,gpt4o_mini,dist,1,1.0,605.0,0,0,0.0
SCI010,science,gpt4o_mini,gold,1,1.0,714.0,0,0,0.0
SCI010,science,gpt4o_mini,para,1,1.0,570.0,0,0,0.0
SCI010,science,gpt4o_mini,para_dist,1,1.0,510.0,0,0,0.0
