qid,domain,bertscore_dist,bertscore_gold,bertscore_para,bertscore_para_dist,bertscore_gold_percent,bertscore_para_percent,bertscore_dist_percent,bertscore_para_dist_percent,drop_bertscore_para_pp,drop_bertscore_dist_pp,drop_bertscore_para_dist_pp
HIST010,history,-0.2735949158668518,-0.30965134501457214,-0.2453928291797638,-0.2735949158668518,-30.965134501457214,-24.53928291797638,-27.35949158668518,-27.35949158668518,6.425851583480835,3.6056429147720337,3.6056429147720337
LIT001,literature,0.03244251757860184,0.03244251757860184,0.03244251757860184,0.03244251757860184,3.2442517578601837,3.2442517578601837,3.2442517578601837,3.2442517578601837,0.0,0.0,0.0
LIT002,literature,0.08430752903223038,0.08430752903223038,0.08430752903223038,0.08430752903223038,8.430752903223038,8.430752903223038,8.430752903223038,8.430752903223038,0.0,0.0,0.0
LIT003,literature,0.02210334874689579,0.02210334874689579,0.02210334874689579,0.02210334874689579,2.210334874689579,2.210334874689579,2.210334874689579,2.210334874689579,0.0,0.0,0.0
LIT004,literature,-0.08734578639268875,-0.08734578639268875,-0.08734578639268875,-0.08734578639268875,-8.734578639268875,-8.734578639268875,-8.734578639268875,-8.734578639268875,0.0,0.0,0.0
LIT005,literature,-0.07546187937259674,-0.10176114737987518,-0.10176114737987518,-0.014888602308928967,-10.176114737987518,-10.176114737987518,-7.546187937259674,-1.4888602308928967,0.0,2.6299268007278442,8.687254507094622
LIT006,literature,0.1311788260936737,0.1311788260936737,0.1311788260936737,0.1311788260936737,13.11788260936737,13.11788260936737,13.11788260936737,13.11788260936737,0.0,0.0,0.0
LIT007,literature,0.07813990861177444,0.07813990861177444,0.11667200177907944,0.11667200177907944,7.8139908611774445,11.667200177907944,7.8139908611774445,11.667200177907944,3.8532093167304993,0.0,3.8532093167304993
LIT008,literature,0.11713958531618118,0.11713958531618118,0.11713958531618118,0.11713958531618118,11.713958531618118,11.713958531618118,11.713958531618118,11.713958531618118,0.0,0.0,0.0
LIT009,literature,0.15682122111320496,0.15682122111320496,0.15682122111320496,0.15682122111320496,15.682122111320496,15.682122111320496,15.682122111320496,15.682122111320496,0.0,0.0,0.0
LIT010,literature,0.04649871587753296,0.04649871587753296,0.04649871587753296,0.04649871587753296,4.649871587753296,4.649871587753296,4.649871587753296,4.649871587753296,0.0,0.0,0.0
POL001,politics,-0.16205507516860962,-0.16205507516860962,-0.16205507516860962,-0.16205507516860962,-16.205507516860962,-16.205507516860962,-16.205507516860962,-16.205507516860962,0.0,0.0,0.0
POL002,politics,0.14702768623828888,0.14702768623828888,0.14702768623828888,0.14702768623828888,14.702768623828888,14.702768623828888,14.702768623828888,14.702768623828888,0.0,0.0,0.0
POL003,politics,0.29282814264297485,0.29282814264297485,0.29282814264297485,0.29282814264297485,29.282814264297485,29.282814264297485,29.282814264297485,29.282814264297485,0.0,0.0,0.0
POL004,politics,0.06762450933456421,0.0908074751496315,0.0908074751496315,0.0908074751496315,9.08074751496315,9.08074751496315,6.762450933456421,9.08074751496315,0.0,-2.318296581506729,0.0
POL005,politics,-0.04829348623752594,-0.04829348623752594,-0.04829348623752594,-0.04829348623752594,-4.829348623752594,-4.829348623752594,-4.829348623752594,-4.829348623752594,0.0,0.0,0.0
POL006,politics,-0.02928772196173668,-0.02928772196173668,-0.02928772196173668,-0.02928772196173668,-2.928772196173668,-2.928772196173668,-2.928772196173668,-2.928772196173668,0.0,0.0,0.0
POL007,politics,-0.05113043636083603,-0.010653836652636528,-0.010653836652636528,-0.010653836652636528,-1.0653836652636528,-1.0653836652636528,-5.113043636083603,-1.0653836652636528,0.0,-4.04765997081995,0.0
POL008,politics,0.07045899331569672,0.11383045464754105,0.11383045464754105,0.09212583303451538,11.383045464754105,11.383045464754105,7.045899331569672,9.212583303451538,0.0,-4.337146133184433,-2.1704621613025665
POL009,politics,0.06350699812173843,0.10446213185787201,-0.13528752326965332,-0.11018229275941849,10.446213185787201,-13.528752326965332,6.350699812173843,-11.018229275941849,-23.974965512752533,-4.0955133736133575,-21.46444246172905
POL010,politics,0.07369819283485413,0.07369819283485413,0.07369819283485413,0.07369819283485413,7.369819283485413,7.369819283485413,7.369819283485413,7.369819283485413,0.0,0.0,0.0
SCI001,science,-0.004204746335744858,-0.004204746335744858,-0.004204746335744858,-0.004204746335744858,-0.4204746335744858,-0.4204746335744858,-0.4204746335744858,-0.4204746335744858,0.0,0.0,0.0
SCI002,science,-0.2854579985141754,-0.2854579985141754,-0.2854579985141754,-0.2854579985141754,-28.54579985141754,-28.54579985141754,-28.54579985141754,-28.54579985141754,0.0,0.0,0.0
SCI003,science,0.046930279582738876,0.046930279582738876,0.046930279582738876,0.048447463661432266,4.693027958273888,4.693027958273888,4.693027958273888,4.844746366143227,0.0,0.0,0.151718407869339
SCI004,science,0.040183473378419876,0.040183473378419876,0.040183473378419876,0.040183473378419876,4.018347337841988,4.018347337841988,4.018347337841988,4.018347337841988,0.0,0.0,0.0
SCI005,science,0.004482331685721874,0.1804986149072647,0.1804986149072647,0.004482331685721874,18.04986149072647,18.04986149072647,0.4482331685721874,0.4482331685721874,0.0,-17.601628322154284,-17.601628322154284
SCI006,science,-0.08811779320240021,-0.08811779320240021,-0.08811779320240021,-0.08811779320240021,-8.81177932024002,-8.81177932024002,-8.81177932024002,-8.81177932024002,0.0,0.0,0.0
SCI007,science,-0.21126608550548553,-0.21126608550548553,-0.21126608550548553,-0.21126608550548553,-21.126608550548553,-21.126608550548553,-21.126608550548553,-21.126608550548553,0.0,0.0,0.0
SCI008,science,-0.15511120855808258,-0.15511120855808258,-0.15511120855808258,-0.15511120855808258,-15.511120855808258,-15.511120855808258,-15.511120855808258,-15.511120855808258,0.0,0.0,0.0
SCI009,science,-0.07906625419855118,-0.07906625419855118,-0.07906625419855118,-0.07906625419855118,-7.906625419855118,-7.906625419855118,-7.906625419855118,-7.906625419855118,0.0,0.0,0.0
SCI010,science,-0.22743383049964905,-0.22743383049964905,-0.2736150622367859,-0.2736150622367859,-22.743383049964905,-27.36150622367859,-22.743383049964905,-27.36150622367859,-4.618123173713684,0.0,-4.618123173713684
